"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1968"	"1968"	"Bronchopneumonia, unspecified"	"485"	3	25997	11.5 (Unreliable)	2.4	33.7	6.7	10.5 (Unreliable)	2.2	30.8	6.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1968"	"1968"	"Pneumonia, unspecified"	"486"	6	25997	23.1 (Unreliable)	8.5	50.2	9.4	22.2 (Unreliable)	7.2	51.8	9.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1968"	"1968"	"Chronic bronchitis"	"491"	1	25997	3.8 (Unreliable)	0.1	21.4	3.8	2.6 (Unreliable)	0.1	14.5	2.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1968"	"1968"	"Emphysema"	"492"	3	25997	11.5 (Unreliable)	2.4	33.7	6.7	7.8 (Unreliable)	1.6	22.7	4.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1968"	"1968"	"Asthma"	"493"	1	25997	3.8 (Unreliable)	0.1	21.4	3.8	2.5 (Unreliable)	0.1	14.1	2.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1968"	"1968"	"Empyema"	"510"	1	25997	3.8 (Unreliable)	0.1	21.4	3.8	4.3 (Unreliable)	0.1	23.8	4.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1968"	"1968"	"Other diseases of lung"	"519.2"	1	25997	3.8 (Unreliable)	0.1	21.4	3.8	3.3 (Unreliable)	0.1	18.5	3.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1969"	"1969"	"Influenza, unqualified"	"470"	1	26959	3.7 (Unreliable)	0.1	20.7	3.7	3.1 (Unreliable)	0.1	17.5	3.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1969"	"1969"	"Influenza with pneumonia"	"471"	1	26959	3.7 (Unreliable)	0.1	20.7	3.7	3.1 (Unreliable)	0.1	17.5	3.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1969"	"1969"	"Bronchopneumonia, unspecified"	"485"	1	26959	3.7 (Unreliable)	0.1	20.7	3.7	2.4 (Unreliable)	0.1	13.6	2.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1969"	"1969"	"Pneumonia, unspecified"	"486"	2	26959	7.4 (Unreliable)	0.9	26.8	5.2	4.9 (Unreliable)	0.6	17.6	3.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1969"	"1969"	"Bronchitis, unspecified"	"490"	2	26959	7.4 (Unreliable)	0.9	26.8	5.2	6.2 (Unreliable)	0.7	22.3	4.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1969"	"1969"	"Emphysema"	"492"	3	26959	11.1 (Unreliable)	2.3	32.5	6.4	7.5 (Unreliable)	1.5	21.8	4.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1970"	"1970"	"Pneumococcal pneumonia"	"481"	2	27869	7.2 (Unreliable)	0.9	25.9	5.1	7.2 (Unreliable)	0.9	25.9	5.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1970"	"1970"	"Staphylococcus"	"482.3"	1	27869	3.6 (Unreliable)	0.1	20.0	3.6	5.6 (Unreliable)	0.1	31.4	5.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1970"	"1970"	"Acute interstitial pneumonia"	"484"	1	27869	3.6 (Unreliable)	0.1	20.0	3.6	3.0 (Unreliable)	0.1	16.5	3.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1970"	"1970"	"Bronchopneumonia, unspecified"	"485"	3	27869	10.8 (Unreliable)	2.2	31.5	6.2	10.5 (Unreliable)	2.2	30.7	6.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1970"	"1970"	"Pneumonia, unspecified"	"486"	8	27869	28.7 (Unreliable)	12.4	56.6	10.1	21.8 (Unreliable)	8.8	45.0	8.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1970"	"1970"	"Emphysema"	"492"	3	27869	10.8 (Unreliable)	2.2	31.5	6.2	7.3 (Unreliable)	1.5	21.2	4.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1970"	"1970"	"Other chronic interstitial pneumonia"	"517"	1	27869	3.6 (Unreliable)	0.1	20.0	3.6	2.5 (Unreliable)	0.1	13.9	2.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1970"	"1970"	"Other diseases of lung"	"519.2"	1	27869	3.6 (Unreliable)	0.1	20.0	3.6	3.0 (Unreliable)	0.1	16.8	3.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1970"	"1970"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	2	27869	7.2 (Unreliable)	0.9	25.9	5.1	4.8 (Unreliable)	0.6	17.2	3.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1971"	"1971"	"Friedländer's bacillus"	"482.0"	1	29509	3.4 (Unreliable)	0.1	18.9	3.4	4.1 (Unreliable)	0.1	22.7	4.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1971"	"1971"	"Pneumonia, unspecified"	"486"	2	29509	6.8 (Unreliable)	0.8	24.5	4.8	7.0 (Unreliable)	0.9	25.4	5.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1971"	"1971"	"Emphysema"	"492"	8	29509	27.1 (Unreliable)	11.7	53.4	9.6	21.1 (Unreliable)	9.1	41.7	7.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1971"	"1971"	"Asthma"	"493"	1	29509	3.4 (Unreliable)	0.1	18.9	3.4	2.9 (Unreliable)	0.1	16.0	2.9	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1971"	"1971"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	1	29509	3.4 (Unreliable)	0.1	18.9	3.4	2.1 (Unreliable)	0.1	11.6	2.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1972"	"1972"	"Acute upper respiratory infection of multiple or unspecified sites"	"465"	2	30682	6.5 (Unreliable)	0.8	23.5	4.6	3.9 (Unreliable)	0.5	14.0	2.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1972"	"1972"	"Pneumonia, unspecified"	"486"	8	30682	26.1 (Unreliable)	11.3	51.4	9.2	23.4 (Unreliable)	10.1	46.0	8.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1972"	"1972"	"Emphysema"	"492"	4	30682	13.0 (Unreliable)	3.6	33.4	6.5	10.5 (Unreliable)	2.9	26.8	5.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1972"	"1972"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	2	30682	6.5 (Unreliable)	0.8	23.5	4.6	3.9 (Unreliable)	0.5	14.0	2.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Influenza with pneumonia"	"471"	2	30613	6.5 (Unreliable)	0.8	23.6	4.6	6.1 (Unreliable)	0.7	22.0	4.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Viral pneumonia"	"480"	1	30613	3.3 (Unreliable)	0.1	18.2	3.3	3.6 (Unreliable)	0.1	19.9	3.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Other"	"482.9"	1	30613	3.3 (Unreliable)	0.1	18.2	3.3	1.8 (Unreliable)	0.0	10.1	1.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Bronchopneumonia, unspecified"	"485"	3	30613	9.8 (Unreliable)	2.0	28.6	5.7	8.0 (Unreliable)	1.6	23.3	4.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Pneumonia, unspecified"	"486"	9	30613	29.4 (Unreliable)	13.4	55.8	9.8	25.6 (Unreliable)	11.7	48.5	8.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Emphysema"	"492"	10	30613	32.7 (Unreliable)	15.7	60.1	10.3	24.3 (Unreliable)	11.1	46.2	8.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Pulmonary congestion and hypostasis"	"514"	1	30613	3.3 (Unreliable)	0.1	18.2	3.3	2.5 (Unreliable)	0.1	13.7	2.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Other chronic interstitial pneumonia"	"517"	1	30613	3.3 (Unreliable)	0.1	18.2	3.3	2.6 (Unreliable)	0.1	14.3	2.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Other diseases of lung"	"519.2"	1	30613	3.3 (Unreliable)	0.1	18.2	3.3	2.6 (Unreliable)	0.1	14.3	2.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1973"	"1973"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	1	30613	3.3 (Unreliable)	0.1	18.2	3.3	2.5 (Unreliable)	0.1	13.7	2.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Acute bronchitis and bronchiolitis"	"466"	1	30944	3.2 (Unreliable)	0.1	18.0	3.2	4.3 (Unreliable)	0.1	24.0	4.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Influenza with pneumonia"	"471"	1	30944	3.2 (Unreliable)	0.1	18.0	3.2	2.4 (Unreliable)	0.1	13.3	2.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Pneumococcal pneumonia"	"481"	1	30944	3.2 (Unreliable)	0.1	18.0	3.2	2.6 (Unreliable)	0.1	14.6	2.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Bronchopneumonia, unspecified"	"485"	5	30944	16.2 (Unreliable)	5.2	37.7	7.2	13.2 (Unreliable)	4.3	30.8	6.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Pneumonia, unspecified"	"486"	5	30944	16.2 (Unreliable)	5.2	37.7	7.2	16.6 (Unreliable)	4.5	42.5	8.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Chronic bronchitis"	"491"	1	30944	3.2 (Unreliable)	0.1	18.0	3.2	3.3 (Unreliable)	0.1	18.5	3.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Emphysema"	"492"	5	30944	16.2 (Unreliable)	5.2	37.7	7.2	10.8 (Unreliable)	3.5	25.2	4.9	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Bronchiectasis"	"518"	1	30944	3.2 (Unreliable)	0.1	18.0	3.2	3.3 (Unreliable)	0.1	18.5	3.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Acute edema of lung"	"519.1"	1	30944	3.2 (Unreliable)	0.1	18.0	3.2	3.3 (Unreliable)	0.1	18.5	3.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1974"	"1974"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	4	30944	12.9 (Unreliable)	3.5	33.1	6.5	10.0 (Unreliable)	2.7	25.7	5.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1975"	"1975"	"Influenza with pneumonia"	"471"	1	32174	3.1 (Unreliable)	0.1	17.3	3.1	3.0 (Unreliable)	0.1	16.9	3.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1975"	"1975"	"Pneumococcal pneumonia"	"481"	1	32174	3.1 (Unreliable)	0.1	17.3	3.1	2.3 (Unreliable)	0.1	13.0	2.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1975"	"1975"	"Other"	"482.9"	2	32174	6.2 (Unreliable)	0.8	22.5	4.4	5.4 (Unreliable)	0.6	19.4	3.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1975"	"1975"	"Bronchopneumonia, unspecified"	"485"	2	32174	6.2 (Unreliable)	0.8	22.5	4.4	3.6 (Unreliable)	0.4	13.0	2.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1975"	"1975"	"Pneumonia, unspecified"	"486"	11	32174	34.2 (Unreliable)	17.1	61.2	10.3	29.4 (Unreliable)	14.7	52.5	9.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1975"	"1975"	"Emphysema"	"492"	1	32174	3.1 (Unreliable)	0.1	17.3	3.1	4.3 (Unreliable)	0.1	23.7	4.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1975"	"1975"	"Other diseases of lung"	"519.2"	1	32174	3.1 (Unreliable)	0.1	17.3	3.1	3.0 (Unreliable)	0.1	16.9	3.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1975"	"1975"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	3	32174	9.3 (Unreliable)	1.9	27.2	5.4	7.4 (Unreliable)	1.5	21.6	4.4	0.0%
